Script Parameters:
  FEW_SHOT: 0.01
  FUSION_TYPE: subtraction
  BATCH_SIZE: 1024
  LEARNING_RATE: 0.05
  PATIENCE: 100
  EPOCHS: 800
  PREDICTION_THRESHOLD: 0.5
  TOKEN_MAX_LENGTH: 256
non loaded keys  {'logit_scale': tensor(3.1560)}
    finished loading the weights the weights from /cluster/projects/mcintoshgroup/publicData/fine-grain/CXR-CLIP-Image-Encoder/r50_m.tar
  INPUT_SIZE: 224
  EXPERIMENT_MODEL: cxrclip_r50m
  MODEL_NAME: cxrclip
  CACHE_PARENT_DIR: cxrclip_encoder_features
  mean: [0.485, 0.456, 0.406]
  std: [0.229, 0.224, 0.225]
Encoding train set...
[SUCCESS] Object loaded successfully.
Encoding val set...
[SUCCESS] Object loaded successfully.
Encoding test set...
[SUCCESS] Object loaded successfully.
 Few-shot size: torch.Size([2014]), total training size 201598
Training classifier...
Epoch 0 | Train Loss: 0.6852 | Val Loss: 2.6496
Epoch 90 | Train Loss: 0.5209 | Val Loss: 2.4158
Epoch 91 | Train Loss: 0.5222 | Val Loss: 2.4081
Epoch 92 | Train Loss: 0.5212 | Val Loss: 2.3650
Epoch 93 | Train Loss: 0.5205 | Val Loss: 2.3998
Epoch 94 | Train Loss: 0.5203 | Val Loss: 2.4501
Epoch 95 | Train Loss: 0.5205 | Val Loss: 2.3894
Epoch 96 | Train Loss: 0.5192 | Val Loss: 2.3717
Epoch 97 | Train Loss: 0.5189 | Val Loss: 2.4055
Epoch 98 | Train Loss: 0.5177 | Val Loss: 2.4337
Epoch 99 | Train Loss: 0.5185 | Val Loss: 2.4059
Epoch 100 | Train Loss: 0.5177 | Val Loss: 2.3805
Epoch 101 | Train Loss: 0.5175 | Val Loss: 2.3743
Epoch 102 | Train Loss: 0.5183 | Val Loss: 2.4284
Epoch 103 | Train Loss: 0.5171 | Val Loss: 2.4073
Epoch 104 | Train Loss: 0.5160 | Val Loss: 2.3898
Epoch 105 | Train Loss: 0.5161 | Val Loss: 2.3893
Epoch 106 | Train Loss: 0.5157 | Val Loss: 2.4172
Epoch 107 | Train Loss: 0.5155 | Val Loss: 2.4072
Epoch 108 | Train Loss: 0.5147 | Val Loss: 2.4018
Epoch 109 | Train Loss: 0.5144 | Val Loss: 2.4013
Epoch 110 | Train Loss: 0.5142 | Val Loss: 2.3985
Epoch 111 | Train Loss: 0.5135 | Val Loss: 2.4136
Epoch 112 | Train Loss: 0.5134 | Val Loss: 2.4109
Epoch 113 | Train Loss: 0.5135 | Val Loss: 2.4087
Epoch 114 | Train Loss: 0.5132 | Val Loss: 2.4111
Epoch 115 | Train Loss: 0.5132 | Val Loss: 2.4101
Epoch 116 | Train Loss: 0.5126 | Val Loss: 2.4142
Epoch 117 | Train Loss: 0.5126 | Val Loss: 2.4166
Epoch 118 | Train Loss: 0.5123 | Val Loss: 2.4002
Epoch 119 | Train Loss: 0.5117 | Val Loss: 2.4156
Epoch 120 | Train Loss: 0.5114 | Val Loss: 2.4310
Epoch 121 | Train Loss: 0.5116 | Val Loss: 2.4161
Epoch 122 | Train Loss: 0.5107 | Val Loss: 2.3980
Epoch 123 | Train Loss: 0.5113 | Val Loss: 2.4038
Epoch 124 | Train Loss: 0.5119 | Val Loss: 2.4479
Epoch 125 | Train Loss: 0.5108 | Val Loss: 2.4112
Epoch 126 | Train Loss: 0.5102 | Val Loss: 2.3844
Epoch 127 | Train Loss: 0.5109 | Val Loss: 2.4190
Epoch 128 | Train Loss: 0.5113 | Val Loss: 2.4738
Epoch 129 | Train Loss: 0.5102 | Val Loss: 2.4077
Epoch 130 | Train Loss: 0.5091 | Val Loss: 2.3887
Epoch 131 | Train Loss: 0.5089 | Val Loss: 2.4281
Epoch 132 | Train Loss: 0.5089 | Val Loss: 2.4568
Epoch 133 | Train Loss: 0.5088 | Val Loss: 2.4157
Epoch 134 | Train Loss: 0.5079 | Val Loss: 2.3999
Epoch 135 | Train Loss: 0.5080 | Val Loss: 2.4183
Epoch 136 | Train Loss: 0.5078 | Val Loss: 2.4502
Epoch 137 | Train Loss: 0.5075 | Val Loss: 2.4282
Epoch 138 | Train Loss: 0.5072 | Val Loss: 2.4029
Epoch 139 | Train Loss: 0.5072 | Val Loss: 2.4313
Epoch 140 | Train Loss: 0.5071 | Val Loss: 2.4477
Epoch 141 | Train Loss: 0.5070 | Val Loss: 2.4235
Epoch 142 | Train Loss: 0.5064 | Val Loss: 2.3978
Epoch 143 | Train Loss: 0.5064 | Val Loss: 2.4311
Epoch 144 | Train Loss: 0.5064 | Val Loss: 2.4592
Epoch 145 | Train Loss: 0.5061 | Val Loss: 2.4171
Epoch 146 | Train Loss: 0.5060 | Val Loss: 2.4081
Epoch 147 | Train Loss: 0.5050 | Val Loss: 2.4462
Epoch 148 | Train Loss: 0.5051 | Val Loss: 2.4661
Epoch 149 | Train Loss: 0.5055 | Val Loss: 2.4183
Epoch 150 | Train Loss: 0.5053 | Val Loss: 2.4153
Epoch 151 | Train Loss: 0.5044 | Val Loss: 2.4564
Epoch 152 | Train Loss: 0.5050 | Val Loss: 2.4514
Epoch 153 | Train Loss: 0.5036 | Val Loss: 2.4105
Epoch 154 | Train Loss: 0.5045 | Val Loss: 2.4155
Epoch 155 | Train Loss: 0.5038 | Val Loss: 2.4588
Epoch 156 | Train Loss: 0.5038 | Val Loss: 2.4507
Epoch 157 | Train Loss: 0.5031 | Val Loss: 2.4391
Epoch 158 | Train Loss: 0.5028 | Val Loss: 2.4349
Epoch 159 | Train Loss: 0.5029 | Val Loss: 2.4466
Epoch 160 | Train Loss: 0.5026 | Val Loss: 2.4520
Epoch 161 | Train Loss: 0.5027 | Val Loss: 2.4399
Epoch 162 | Train Loss: 0.5023 | Val Loss: 2.4325
Epoch 163 | Train Loss: 0.5021 | Val Loss: 2.4432
Epoch 164 | Train Loss: 0.5021 | Val Loss: 2.4548
Epoch 165 | Train Loss: 0.5013 | Val Loss: 2.4488
Epoch 166 | Train Loss: 0.5015 | Val Loss: 2.4418
Epoch 167 | Train Loss: 0.5011 | Val Loss: 2.4452
Epoch 168 | Train Loss: 0.5011 | Val Loss: 2.4477
Epoch 169 | Train Loss: 0.5012 | Val Loss: 2.4464
Epoch 170 | Train Loss: 0.5012 | Val Loss: 2.4285
Epoch 171 | Train Loss: 0.5007 | Val Loss: 2.4540
Epoch 172 | Train Loss: 0.5006 | Val Loss: 2.4562
Epoch 173 | Train Loss: 0.5004 | Val Loss: 2.4545
Epoch 174 | Train Loss: 0.5000 | Val Loss: 2.4527
Epoch 175 | Train Loss: 0.4994 | Val Loss: 2.4576
Epoch 176 | Train Loss: 0.4995 | Val Loss: 2.4482
Epoch 177 | Train Loss: 0.4992 | Val Loss: 2.4494
Epoch 178 | Train Loss: 0.4993 | Val Loss: 2.4614
Epoch 179 | Train Loss: 0.4996 | Val Loss: 2.4586
Epoch 180 | Train Loss: 0.4991 | Val Loss: 2.4393
Epoch 181 | Train Loss: 0.4991 | Val Loss: 2.4553
Epoch 182 | Train Loss: 0.4988 | Val Loss: 2.4585
Epoch 183 | Train Loss: 0.4987 | Val Loss: 2.4612
Epoch 184 | Train Loss: 0.4984 | Val Loss: 2.4573
Epoch 185 | Train Loss: 0.4986 | Val Loss: 2.4582
Epoch 186 | Train Loss: 0.4983 | Val Loss: 2.4500
Epoch 187 | Train Loss: 0.4977 | Val Loss: 2.4501
Epoch 188 | Train Loss: 0.4984 | Val Loss: 2.4529
Epoch 189 | Train Loss: 0.4978 | Val Loss: 2.4860
Epoch 190 | Train Loss: 0.4983 | Val Loss: 2.4662
Epoch 191 | Train Loss: 0.4976 | Val Loss: 2.4377
Epoch 192 | Train Loss: 0.4977 | Val Loss: 2.4566
Early stopping.
Test Accuracy: 0.6634
Test PRAUC: 0.6751
Results saved to /cluster/projects/mcintoshgroup/publicData/fine-grain/experiment/cxrclip_r50m_results.csv
Script Parameters:
  FEW_SHOT: 0.05
  FUSION_TYPE: subtraction
  BATCH_SIZE: 1024
  LEARNING_RATE: 0.05
  PATIENCE: 100
  EPOCHS: 800
  PREDICTION_THRESHOLD: 0.5
  TOKEN_MAX_LENGTH: 256
non loaded keys  {'logit_scale': tensor(3.1560)}
    finished loading the weights the weights from /cluster/projects/mcintoshgroup/publicData/fine-grain/CXR-CLIP-Image-Encoder/r50_m.tar
  INPUT_SIZE: 224
  EXPERIMENT_MODEL: cxrclip_r50m
  MODEL_NAME: cxrclip
  CACHE_PARENT_DIR: cxrclip_encoder_features
  mean: [0.485, 0.456, 0.406]
  std: [0.229, 0.224, 0.225]
Encoding train set...
[SUCCESS] Object loaded successfully.
Encoding val set...
[SUCCESS] Object loaded successfully.
Encoding test set...
[SUCCESS] Object loaded successfully.
 Few-shot size: torch.Size([10078]), total training size 201598
Training classifier...
Epoch 0 | Train Loss: 0.6564 | Val Loss: 2.5271
Epoch 1 | Train Loss: 0.6203 | Val Loss: 2.4560
Epoch 2 | Train Loss: 0.6118 | Val Loss: 2.4049
Epoch 3 | Train Loss: 0.6038 | Val Loss: 2.3963
Epoch 4 | Train Loss: 0.5988 | Val Loss: 2.4683
Epoch 5 | Train Loss: 0.5933 | Val Loss: 2.4668
Epoch 6 | Train Loss: 0.5899 | Val Loss: 2.4179
Epoch 7 | Train Loss: 0.5856 | Val Loss: 2.3816
Epoch 8 | Train Loss: 0.5818 | Val Loss: 2.3931
Epoch 9 | Train Loss: 0.5794 | Val Loss: 2.4198
Epoch 10 | Train Loss: 0.5773 | Val Loss: 2.3601
Epoch 11 | Train Loss: 0.5740 | Val Loss: 2.3106
Epoch 12 | Train Loss: 0.5738 | Val Loss: 2.3163
Epoch 13 | Train Loss: 0.5703 | Val Loss: 2.2992
Epoch 14 | Train Loss: 0.5703 | Val Loss: 2.3064
Epoch 15 | Train Loss: 0.5680 | Val Loss: 2.2753
Epoch 16 | Train Loss: 0.5674 | Val Loss: 2.3065
Epoch 17 | Train Loss: 0.5652 | Val Loss: 2.3178
Epoch 18 | Train Loss: 0.5639 | Val Loss: 2.3228
Epoch 19 | Train Loss: 0.5626 | Val Loss: 2.3049
Epoch 20 | Train Loss: 0.5612 | Val Loss: 2.2886
Epoch 21 | Train Loss: 0.5605 | Val Loss: 2.3321
Epoch 22 | Train Loss: 0.5595 | Val Loss: 2.2938
Epoch 23 | Train Loss: 0.5586 | Val Loss: 2.3195
Epoch 24 | Train Loss: 0.5573 | Val Loss: 2.2809
Epoch 25 | Train Loss: 0.5573 | Val Loss: 2.3019
Epoch 26 | Train Loss: 0.5566 | Val Loss: 2.2970
Epoch 27 | Train Loss: 0.5564 | Val Loss: 2.2980
Epoch 28 | Train Loss: 0.5558 | Val Loss: 2.3093
Epoch 29 | Train Loss: 0.5552 | Val Loss: 2.3042
Epoch 30 | Train Loss: 0.5547 | Val Loss: 2.2560
Epoch 31 | Train Loss: 0.5543 | Val Loss: 2.2691
Epoch 32 | Train Loss: 0.5524 | Val Loss: 2.2390
Epoch 33 | Train Loss: 0.5568 | Val Loss: 2.2341
Epoch 34 | Train Loss: 0.5527 | Val Loss: 2.2547
Epoch 35 | Train Loss: 0.5516 | Val Loss: 2.2609
Epoch 36 | Train Loss: 0.5516 | Val Loss: 2.2598
Epoch 37 | Train Loss: 0.5504 | Val Loss: 2.2953
Epoch 38 | Train Loss: 0.5505 | Val Loss: 2.2874
Epoch 39 | Train Loss: 0.5494 | Val Loss: 2.2639
Epoch 40 | Train Loss: 0.5516 | Val Loss: 2.2997
Epoch 41 | Train Loss: 0.5519 | Val Loss: 2.2709
Epoch 42 | Train Loss: 0.5516 | Val Loss: 2.2587
Epoch 43 | Train Loss: 0.5493 | Val Loss: 2.2668
Epoch 44 | Train Loss: 0.5473 | Val Loss: 2.2489
Epoch 45 | Train Loss: 0.5482 | Val Loss: 2.2353
Epoch 46 | Train Loss: 0.5476 | Val Loss: 2.2697
Epoch 47 | Train Loss: 0.5482 | Val Loss: 2.2517
Epoch 48 | Train Loss: 0.5472 | Val Loss: 2.2610
Epoch 49 | Train Loss: 0.5466 | Val Loss: 2.2598
Epoch 50 | Train Loss: 0.5473 | Val Loss: 2.2358
Epoch 51 | Train Loss: 0.5476 | Val Loss: 2.2604
Epoch 52 | Train Loss: 0.5457 | Val Loss: 2.2710
Epoch 53 | Train Loss: 0.5457 | Val Loss: 2.2492
Epoch 54 | Train Loss: 0.5448 | Val Loss: 2.2635
Epoch 55 | Train Loss: 0.5452 | Val Loss: 2.3003
Epoch 56 | Train Loss: 0.5450 | Val Loss: 2.2735
Epoch 57 | Train Loss: 0.5441 | Val Loss: 2.2775
Epoch 58 | Train Loss: 0.5446 | Val Loss: 2.2609
Epoch 59 | Train Loss: 0.5439 | Val Loss: 2.2753
Epoch 60 | Train Loss: 0.5432 | Val Loss: 2.2430
Epoch 61 | Train Loss: 0.5435 | Val Loss: 2.2639
Epoch 62 | Train Loss: 0.5430 | Val Loss: 2.2576
Epoch 63 | Train Loss: 0.5426 | Val Loss: 2.2659
Epoch 64 | Train Loss: 0.5435 | Val Loss: 2.2834
Epoch 65 | Train Loss: 0.5431 | Val Loss: 2.3173
Epoch 66 | Train Loss: 0.5433 | Val Loss: 2.3082
Epoch 67 | Train Loss: 0.5425 | Val Loss: 2.3363
Epoch 68 | Train Loss: 0.5442 | Val Loss: 2.3519
Epoch 69 | Train Loss: 0.5456 | Val Loss: 2.2619
Epoch 70 | Train Loss: 0.5413 | Val Loss: 2.3126
Epoch 71 | Train Loss: 0.5423 | Val Loss: 2.3404
Epoch 72 | Train Loss: 0.5426 | Val Loss: 2.2960
Epoch 73 | Train Loss: 0.5419 | Val Loss: 2.2828
Epoch 74 | Train Loss: 0.5417 | Val Loss: 2.2768
Epoch 75 | Train Loss: 0.5413 | Val Loss: 2.2985
Epoch 76 | Train Loss: 0.5414 | Val Loss: 2.2539
Epoch 77 | Train Loss: 0.5406 | Val Loss: 2.2732
Epoch 78 | Train Loss: 0.5407 | Val Loss: 2.2598
Epoch 79 | Train Loss: 0.5408 | Val Loss: 2.2482
Epoch 80 | Train Loss: 0.5407 | Val Loss: 2.2594
Epoch 81 | Train Loss: 0.5411 | Val Loss: 2.2463
Epoch 82 | Train Loss: 0.5410 | Val Loss: 2.2494
Epoch 83 | Train Loss: 0.5418 | Val Loss: 2.2178
Epoch 84 | Train Loss: 0.5424 | Val Loss: 2.2506
Epoch 85 | Train Loss: 0.5402 | Val Loss: 2.2425
Epoch 86 | Train Loss: 0.5408 | Val Loss: 2.2507
Epoch 87 | Train Loss: 0.5393 | Val Loss: 2.2744
Epoch 88 | Train Loss: 0.5406 | Val Loss: 2.3146
Epoch 89 | Train Loss: 0.5418 | Val Loss: 2.2843
Epoch 90 | Train Loss: 0.5398 | Val Loss: 2.3151
Epoch 91 | Train Loss: 0.5408 | Val Loss: 2.2822
Epoch 92 | Train Loss: 0.5393 | Val Loss: 2.2397
Epoch 93 | Train Loss: 0.5393 | Val Loss: 2.2837
Epoch 94 | Train Loss: 0.5392 | Val Loss: 2.2855
Epoch 95 | Train Loss: 0.5386 | Val Loss: 2.2668
Epoch 96 | Train Loss: 0.5395 | Val Loss: 2.2589
Epoch 97 | Train Loss: 0.5390 | Val Loss: 2.2594
Epoch 98 | Train Loss: 0.5384 | Val Loss: 2.3407
Epoch 99 | Train Loss: 0.5386 | Val Loss: 2.2748
Epoch 100 | Train Loss: 0.5391 | Val Loss: 2.2991
Epoch 101 | Train Loss: 0.5392 | Val Loss: 2.2442
Epoch 102 | Train Loss: 0.5403 | Val Loss: 2.2788
Epoch 103 | Train Loss: 0.5401 | Val Loss: 2.2574
Epoch 104 | Train Loss: 0.5382 | Val Loss: 2.2676
Epoch 105 | Train Loss: 0.5378 | Val Loss: 2.3078
Epoch 106 | Train Loss: 0.5396 | Val Loss: 2.3175
Epoch 107 | Train Loss: 0.5389 | Val Loss: 2.2508
Epoch 108 | Train Loss: 0.5386 | Val Loss: 2.2827
Epoch 109 | Train Loss: 0.5379 | Val Loss: 2.2752
Epoch 110 | Train Loss: 0.5377 | Val Loss: 2.2589
Epoch 111 | Train Loss: 0.5381 | Val Loss: 2.2298
Epoch 112 | Train Loss: 0.5371 | Val Loss: 2.2818
Epoch 113 | Train Loss: 0.5381 | Val Loss: 2.3011
Epoch 114 | Train Loss: 0.5383 | Val Loss: 2.3266
Epoch 115 | Train Loss: 0.5373 | Val Loss: 2.2752
Epoch 116 | Train Loss: 0.5374 | Val Loss: 2.2989
Epoch 117 | Train Loss: 0.5366 | Val Loss: 2.2929
Epoch 118 | Train Loss: 0.5371 | Val Loss: 2.3060
Epoch 119 | Train Loss: 0.5378 | Val Loss: 2.2857
Epoch 120 | Train Loss: 0.5373 | Val Loss: 2.2848
Epoch 121 | Train Loss: 0.5377 | Val Loss: 2.2883
Epoch 122 | Train Loss: 0.5371 | Val Loss: 2.2687
Epoch 123 | Train Loss: 0.5373 | Val Loss: 2.2546
Epoch 124 | Train Loss: 0.5369 | Val Loss: 2.2561
Epoch 125 | Train Loss: 0.5380 | Val Loss: 2.2620
Epoch 126 | Train Loss: 0.5371 | Val Loss: 2.3052
Epoch 127 | Train Loss: 0.5377 | Val Loss: 2.2800
Epoch 128 | Train Loss: 0.5369 | Val Loss: 2.2770
Epoch 129 | Train Loss: 0.5368 | Val Loss: 2.3295
Epoch 130 | Train Loss: 0.5377 | Val Loss: 2.2933
Epoch 131 | Train Loss: 0.5368 | Val Loss: 2.3072
Epoch 132 | Train Loss: 0.5372 | Val Loss: 2.2815
Epoch 133 | Train Loss: 0.5370 | Val Loss: 2.2797
Epoch 134 | Train Loss: 0.5377 | Val Loss: 2.2663
Epoch 135 | Train Loss: 0.5363 | Val Loss: 2.2369
Epoch 136 | Train Loss: 0.5363 | Val Loss: 2.2668
Epoch 137 | Train Loss: 0.5365 | Val Loss: 2.2395
Epoch 138 | Train Loss: 0.5361 | Val Loss: 2.2539
Epoch 139 | Train Loss: 0.5375 | Val Loss: 2.2703
Epoch 140 | Train Loss: 0.5359 | Val Loss: 2.2686
Epoch 141 | Train Loss: 0.5358 | Val Loss: 2.3246
Epoch 142 | Train Loss: 0.5362 | Val Loss: 2.3548
Epoch 143 | Train Loss: 0.5365 | Val Loss: 2.3023
Epoch 144 | Train Loss: 0.5374 | Val Loss: 2.3695
Epoch 145 | Train Loss: 0.5381 | Val Loss: 2.3490
Epoch 146 | Train Loss: 0.5367 | Val Loss: 2.3480
Epoch 147 | Train Loss: 0.5364 | Val Loss: 2.3416
Epoch 148 | Train Loss: 0.5371 | Val Loss: 2.3099
Epoch 149 | Train Loss: 0.5357 | Val Loss: 2.3099
Epoch 150 | Train Loss: 0.5352 | Val Loss: 2.2835
Epoch 151 | Train Loss: 0.5358 | Val Loss: 2.3006
Epoch 152 | Train Loss: 0.5371 | Val Loss: 2.3016
Epoch 153 | Train Loss: 0.5367 | Val Loss: 2.3086
Epoch 154 | Train Loss: 0.5373 | Val Loss: 2.3300
Epoch 155 | Train Loss: 0.5382 | Val Loss: 2.3149
Epoch 156 | Train Loss: 0.5375 | Val Loss: 2.3117
Epoch 157 | Train Loss: 0.5354 | Val Loss: 2.2797
Epoch 158 | Train Loss: 0.5349 | Val Loss: 2.2530
Epoch 159 | Train Loss: 0.5353 | Val Loss: 2.2761
Epoch 160 | Train Loss: 0.5355 | Val Loss: 2.2662
Epoch 161 | Train Loss: 0.5363 | Val Loss: 2.2695
Epoch 162 | Train Loss: 0.5354 | Val Loss: 2.2724
Epoch 163 | Train Loss: 0.5350 | Val Loss: 2.2835
Epoch 164 | Train Loss: 0.5353 | Val Loss: 2.2510
Epoch 165 | Train Loss: 0.5346 | Val Loss: 2.2580
Epoch 166 | Train Loss: 0.5350 | Val Loss: 2.2694
Epoch 167 | Train Loss: 0.5350 | Val Loss: 2.2864
Epoch 168 | Train Loss: 0.5351 | Val Loss: 2.2986
Epoch 169 | Train Loss: 0.5357 | Val Loss: 2.3374
Epoch 170 | Train Loss: 0.5362 | Val Loss: 2.3301
Epoch 171 | Train Loss: 0.5350 | Val Loss: 2.2879
Epoch 172 | Train Loss: 0.5349 | Val Loss: 2.2480
Epoch 173 | Train Loss: 0.5362 | Val Loss: 2.2480
Epoch 174 | Train Loss: 0.5343 | Val Loss: 2.2490
Epoch 175 | Train Loss: 0.5351 | Val Loss: 2.2460
Epoch 176 | Train Loss: 0.5345 | Val Loss: 2.3215
Epoch 177 | Train Loss: 0.5363 | Val Loss: 2.3146
Epoch 178 | Train Loss: 0.5364 | Val Loss: 2.3179
Epoch 179 | Train Loss: 0.5370 | Val Loss: 2.3379
Epoch 180 | Train Loss: 0.5354 | Val Loss: 2.3253
Epoch 181 | Train Loss: 0.5343 | Val Loss: 2.2985
Epoch 182 | Train Loss: 0.5346 | Val Loss: 2.3358
Epoch 183 | Train Loss: 0.5351 | Val Loss: 2.3164
Early stopping.
Test Accuracy: 0.6719
Test PRAUC: 0.7021
